 25.0	  30.0	 -2.5	 -1.5	 0.8065	 0.0355
 25.0	  30.0	 -1.5	  0.0	 0.5990	 0.0216
 25.0	  30.0	  0.0	  1.5	 0.6331	 0.0213
 25.0	  30.0	  1.5	  2.5	 0.9142	 0.0729
 30.0	  35.0	 -2.5	 -1.5	 1.0299	 0.0942
 30.0	  35.0	 -1.5	  0.0	 1.0091	 0.0077
 30.0	  35.0	  0.0	  1.5	 1.0280	 0.0073
 30.0	  35.0	  1.5	  2.5	 1.0261	 0.0327
 35.0	  40.0	 -2.5	 -1.5	 1.0663	 0.0220
 35.0	  40.0	 -1.5	  0.0	 1.0087	 0.0051
 35.0	  40.0	  0.0	  1.5	 1.0134	 0.0051
 35.0	  40.0	  1.5	  2.5	 1.0204	 0.0235
 40.0	  45.0	 -2.5	 -1.5	 1.0141	 0.0193
 40.0	  45.0	 -1.5	  0.0	 1.0213	 0.0039
 40.0	  45.0	  0.0	  1.5	 1.0130	 0.0021
 40.0	  45.0	  1.5	  2.5	 1.0297	 0.0199
 45.0	  50.0	 -2.5	 -1.5	 0.9898	 0.0247
 45.0	  50.0	 -1.5	  0.0	 1.0283	 0.0048
 45.0	  50.0	  0.0	  1.5	 1.0255	 0.0046
 45.0	  50.0	  1.5	  2.5	 0.9958	 0.0211
 50.0	 7000.0	 -2.5	 -1.5	 1.0515	 0.0273
 50.0	 7000.0	 -1.5	  0.0	 1.0271	 0.0056
 50.0	 7000.0	  0.0	  1.5	 1.0171	 0.0055
 50.0	 7000.0	  1.5	  2.5	 1.0544	 0.0241
